0,1,2,3,4,5,6,7,8,9
115.80527509137774,64.58352968960342,177.68190090884008,179.33215830336056,168.70988306628414,178.99740866592188,4.947335179425478,9.218168756280416,151.48028839498596,132.09007639933574
116.8953342344267,66.05624166474654,176.87884425842526,179.22474396735325,168.2390946644507,179.1208198883206,4.801557379385283,8.69711024970806,148.08008427479226,131.93252383019987
116.86896110947227,66.5595738662709,176.3871409245184,179.199994316344,168.91836930881024,179.62853646420973,4.3681859528693305,8.206256318131995,146.05922867977984,131.7877016775263
116.9864257037631,66.94793961605824,176.1887943031315,179.3967813037611,169.22786799321565,179.7898523656281,3.6127660145146394,7.586130528908777,144.67329938718922,131.85717431423024
117.25344057575109,67.07529838374367,176.16644278608754,179.71836846512264,169.1849374497882,179.4184470605796,3.1874313874421945,7.374569329493773,143.108738492042,131.19085368902302
117.423305825613,67.23421344619031,176.00735422303367,179.70746914647702,169.24569729393497,179.27698493323038,2.9319757160982287,7.37693677599707,142.91291994775415,130.77299694618318
117.47348472502124,67.48100099749234,175.8043051908358,179.84496767806817,169.84959083852925,178.83235049332544,2.599822732642246,7.2465176941589355,142.3024444686932,130.55331370156566
117.39958800055926,67.53791197054062,175.68155411926867,179.9805754590366,169.83397460317545,178.4330401642322,2.471392066330208,7.153178230132542,141.7770944388838,130.55414115892808
117.49611478943655,67.44505471930789,175.63051331143043,179.96656374976308,169.963799577398,178.41257113761515,2.3107253051060437,7.108271305044886,141.6600269120931,129.87634324775559
117.68723848220672,67.44562504933107,175.62603790042772,179.93810055566388,169.91045240251168,178.4417773094438,1.722815575632886,6.8323607652329335,140.26072524668731,130.58899533299157
117.80577828905147,67.42833231959038,175.56500592683886,179.86444831476788,169.91102066702587,178.40075030692293,1.6469102605988188,6.466507213645031,139.35679572145062,131.25032711237534
117.83956352017898,67.34945780253584,175.4860265055911,179.9291259776762,169.86553432700703,178.4021223830916,1.5480354361860234,6.102247807284337,138.88524130885568,131.5210564139439
